,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.9588494892046855,4.008143431935584,4.975767115625678,3.570088971495371,4.6037594603243805,4.333049932946774,2.7017652015145397,4.419605168079886,4.313750552420442,4.532364400143456,3.7025882880986463,4.156721910498885,4.4548466223129095,4.969864861747409,3.3091101302091603,4.018419035847216,2.797007389910309,3.3765171418116777,4.019876734736072,4.074768529533595,4.567039492949321,4.126081671920985,3.210795073210806,4.328382581376411,4.397961679879633,4.058063713987366,4.187932575570606,4.180230272849554,3.7776565411921603,2.992765928274346,3.223465530739454,3.132849871207456,4.995508345793121,3.0131709825206214
12,4.989618812749562,4.648539067380883,4.982030698111604,3.998622801191791,4.919843849915883,4.876709679720575,3.5075210805976935,4.981915153848712,4.768083393162582,4.759940036199168,3.3321070504431334,4.0226403607412,5.238384562000863,3.0267976053305317,4.975812092940777,4.021176180484193,3.374576163158242,2.8340720977567746,4.960518075228388,4.921729463253967,4.348972663848929,4.394057512391267,4.974374000572735,4.725766972516574,4.003603170868546,4.30240638443311,4.388769635890972,4.1454620569522245,4.675954036003846,5.20183181569988,1.9761219245823036,4.639560675700141,4.226012062129847,4.204394466924703
13,4.001978555243359,4.332195423995338,4.173445773745411,3.7714520199949586,4.860933841784938,4.101266473913433,4.927609735387307,4.055868108688296,4.53747640409259,4.9405440096186775,3.550797513897001,3.531899522640094,4.001210131863511,2.9789261082716165,3.973579295991105,3.4040284444127713,1.7791841482261224,2.75062554965559,2.7894403763196784,4.143465928683374,4.895866040602871,4.007965878332629,3.0102268074916165,5.362372551568205,3.2959517085550116,3.9721499241314633,4.6719616470095735,3.974088637007403,2.050668897063165,4.1344495566508614,0.7913186646305524,3.9327919092619417,3.9614760636508866,4.209810855539919
14,4.976526595791312,4.032872700488696,4.991717668581842,3.8039639525736257,4.986225751525399,4.556875566045715,3.6607897250580104,4.614193736504124,4.534767653142719,4.652235856093444,3.6387517393008624,4.149873467794445,4.9843305747915805,4.4168557175684136,3.733568868662509,4.383594087795588,2.53717856955645,3.0304878361674414,4.192929225965595,3.975325265027019,4.786119275157522,4.521527382569335,3.7946259464999343,4.97068440959745,4.243421056725228,4.120826905628254,3.9559892557122427,4.286885286258468,3.837192355364254,3.448000655496212,2.645091719064689,4.007101316910318,5.197281926897206,4.498481688036252
15,4.974871521645659,4.76202834855414,5.005672624501307,4.969978316550142,4.969408587441298,4.8773162426680265,3.571998352618936,5.0437796282268375,4.910127339631507,4.858127391512882,4.332829350974743,3.7633118450145138,4.99506450875728,4.008335551681581,3.5269918320938713,4.313380605812388,3.219457364588942,3.513842185047113,4.463644330201945,3.6973132269020246,4.252029356920339,4.349298494714838,3.5356328200921574,4.661165556835092,4.050155347587984,4.707710480436423,4.124789483296069,4.979855065320601,3.32339336227075,3.386008751644659,1.8521438146414346,3.5817895646202205,4.101473747298354,4.572109373108365
16,4.008158124534653,3.834410254016306,3.9919638497932284,2.903153647450696,4.557666210656961,4.236171970275383,3.1216335390453978,4.002998512811528,3.906563109569184,4.443597865778011,2.7647409530798073,3.65265371555063,4.030764407967679,3.5739469018774246,3.969465083033907,3.6732937386513327,3.1113586518225675,2.9776810958566795,3.857283868214712,4.581992089650184,4.508133550166835,4.328818039962046,3.8244085323101498,4.199884626472902,3.432182622977769,3.373468258663131,3.8979953981588955,3.1621758531650332,3.8782507151987087,4.9748305734184175,3.6822685877084584,4.983315748249204,4.980403836309147,3.9979863074671034
17,3.9981857648282517,3.9974327303547197,4.028484251936705,3.548158757620645,4.920807440270632,4.149811924644339,2.88657657992712,4.140986455417748,4.0993192334394,4.5152014206139,3.046131916020733,3.503011475777983,3.988749139023424,3.515925996051744,3.7101128624203317,3.4985000389938254,2.3620126588025747,3.9466265789225274,3.273893028751138,3.403706742927878,4.709906400822542,3.8276453193419635,2.4665161783008718,4.016959266989693,4.037332834474821,3.87833179506466,3.7363866357649216,3.7160901008060163,3.1821470882398564,4.193328744517555,2.6343512023099134,3.316137475605549,4.201218816504704,3.9630712288717933
18,4.985539802573872,4.4949585291198835,4.986374952804184,3.7615148030402836,4.957222206803202,4.589374039213782,2.9207016631409197,4.72887343181823,4.647509690336453,4.690550530196181,3.921100746503665,4.391674113733927,4.998534098195073,4.991847759510236,3.7821419471053344,4.5388174022732795,2.7351120620073464,3.9066863187643945,4.380427495379335,3.6285382096281276,5.002924269943557,4.259224165280976,3.526856939218451,4.580930750255966,4.971199089073518,4.5948545536513645,4.288680200437079,4.535123489181131,4.1662490932046365,3.5294155972560204,3.094466156829552,3.5080169082578094,4.689362111221766,4.276838893645582
19,4.923169262565384,4.989252411324322,4.486025691383713,3.8941017746744415,5.343527337168316,5.016458265183133,3.3628776820650317,4.879841609488623,4.970790782027118,5.175974844328966,3.593223081392029,4.6558957055149195,4.876497850076199,4.299468048012321,4.97716196330757,4.015260859658689,2.841878825432527,5.1174394272757695,3.8059064256557678,4.366869011206563,5.000067190573876,4.9652304738752004,3.0143738175431243,5.004566500818377,4.9795629007526925,4.607224902984962,5.018219221320823,4.327009564362467,4.307385940246155,4.872780090006444,2.9881903056706545,3.83784809162095,4.654940754682448,3.5822418586198936
20,4.727107751507176,4.972105584152398,4.4711491537271515,3.989838184698996,4.989093056255346,4.780474112979312,3.898482258727815,4.676508341211693,4.695239869727406,4.9826229243499505,4.016858929773801,4.073508817029691,4.940380065256587,4.016295198465005,4.070529875735238,4.318975194238588,2.642850698553519,3.5298261959385733,4.256814273596428,4.584132369284373,5.186299650694451,4.618442079437198,3.996742558734923,4.976658109032159,4.13242909032913,4.539259097175191,4.409828932469427,4.324620946396211,3.3547686244688397,4.646694055433313,2.99082527355831,4.732590800249275,4.00226616032901,4.990896543978883
21,3.0896882348791395,3.9665396917437747,3.1643916961627068,3.241376017061673,3.0095849308037304,2.925857217564775,2.41586472727506,3.0215855464627004,3.4536218940876418,3.495916165641541,3.9613030095814223,2.683985996057507,3.007905880912838,3.2654624386292617,1.6549123995656412,3.193781033527104,1.3387949652029583,2.5659091566556653,2.4248342569484556,1.999820512784969,3.002983551708239,2.280547517921005,1.8590580705960733,3.0107208344507486,2.9103593644179413,3.9645526400980353,3.1576971779599963,3.9920869329619735,1.0058375923622576,2.24157944165764,1.0459273737270938,1.008516427200786,1.2436626251000764,3.0258184084324005
22,4.383905260299001,4.0097635613668325,3.8009011935629706,3.311170236203905,4.377805095758834,4.167328594201393,3.9839483651089673,4.036830177689805,3.9993284433160543,4.34837642289868,3.459432997434416,3.8047030094979766,4.069316509907161,3.8581351691001173,3.334224125228973,4.111532759202372,2.072892969985819,2.898684520012098,3.003733883194251,3.912602236387973,4.462977838210352,4.96827523946384,3.402953958182127,4.975389337713034,3.4048682212908923,3.610163741401426,3.888178286211764,3.6833834220774992,3.14299692235137,3.3467356117248426,2.359450339064122,4.636993796211596,4.569812502054719,3.860097654243592
23,3.775850497216046,3.9854117790953434,3.771083744565057,2.7964151066429492,3.750418761756799,4.152112194553711,2.008837171911631,3.7770005957576682,3.764401894580621,3.760667387304158,3.441829332515827,3.9604254295777523,4.845706193827684,4.984759165022508,3.096190537669931,4.069246786856086,2.8275846510161644,3.8898632991436783,4.335709395457029,4.239498076057163,4.46422360334904,3.9115863241686286,3.6560214596325724,3.428434126288936,3.997374263630766,3.869772900751683,3.218423688193425,3.7473995055117344,3.985356661652307,3.628144580705623,4.978027980377984,4.003819471669333,3.015285564857304,4.9866175780494455
24,4.9762110683889125,4.996301866323984,4.9791584532673,3.698219276015062,4.990051988437711,4.9981971241318846,3.587505622445943,4.972490783544273,4.896512470899688,5.009361322873165,3.700598184947634,4.52069582704863,5.341212320048216,4.154387620657919,4.977732792130112,4.3966063551110075,3.4282642100533463,3.4958961833153324,4.856156339997944,5.298859472092697,5.196133890529468,4.73583629931785,4.969588638428212,5.002993031040607,4.48731906396424,4.551871539104011,4.977684296145167,4.27853243409833,4.9047712334393205,5.223844492628106,2.9824299198929056,5.1913695715963355,4.363030058790516,4.469708285947188
25,4.418242576069859,4.974650964923871,4.019635554691366,3.6243774859483304,4.750270801913332,4.365634366858511,3.9178001428214,4.3154371595215695,4.493620027258876,4.982807530697277,3.9170693599982127,3.971748519489611,4.0067180936217985,3.8991527095010867,3.9369911626423644,3.8745055664938928,2.2588858232715654,3.7203370125644764,3.1416708369478155,4.238575334722749,5.142300274956844,4.475532687952462,3.1128703164267133,4.97662235939536,4.041352294315638,4.351561711616746,4.979611807281846,4.029795591947518,2.827447870159221,4.337466087080208,2.239599062033393,4.219138114676719,3.873377107316028,3.5156631999246692
26,4.945732885635099,4.996185145920268,4.69478713459476,4.1477327415520335,4.998338033408397,4.991295973820876,3.5859061533351557,4.980149874341251,4.816498861728257,5.01460422832119,4.023773127437498,4.295783110172915,4.932904890035142,4.527687582057455,4.291541873517023,4.359197728737399,3.2574530142501614,4.0858224019871905,4.18267801385417,4.503429398812161,5.135325461891828,4.982847607394055,3.815534426848336,5.001124966868948,4.4817376485688705,4.535178424972747,4.96845174757692,4.394346245916256,4.157251589055489,4.148160756916758,2.8599928186930264,4.872652395292604,4.580713692888391,4.001806600617397
27,4.930309119037507,5.0119708726859695,5.081073865183851,4.597478223302489,4.98682417984835,4.723237947947903,3.926505507107067,4.829122567802283,4.91227760194374,5.11375500355042,4.939973761493945,4.065726928809779,4.921242619831787,5.045377211711938,3.005119436443076,4.866080752207954,2.631783833438858,3.4028309202324247,4.0773918973426335,3.7403354096479617,5.178852068671407,4.393906164266248,3.5613966131452672,4.994031551847685,4.282000423998738,4.994074605700616,4.468523949692684,5.174017598413149,2.8654498301518068,3.21007475416629,2.4647378726420253,3.779375422388883,4.13513149288565,5.001019651000099
28,4.94537190464456,5.001746585627722,5.1579965993175945,4.18564291645381,5.2709980052474705,4.807831123151435,3.5432732462593397,4.945509335289644,5.093913785095629,5.197491989830736,4.311448479225735,4.5143207361519275,4.978442614097043,4.998179538716167,4.079106183943702,4.5697261480363025,2.9829977576125843,4.262606011538951,4.185775324029001,3.968205371628514,5.340807499783913,4.381882890266253,3.483761964287061,4.995644052329112,4.9794412962524035,4.983140021505875,4.979458414764357,4.976591553028019,3.9728026344106597,3.930744965558151,2.5115519383800575,3.6379769452003856,4.482898630663263,4.4798628102641045
29,4.992494042644425,4.976985468365222,4.793755727329192,3.993633886986106,4.99438261633764,4.7831399970705295,3.61788925549491,4.814979469318552,4.7692764906686635,4.972652164268305,4.425387730653382,4.398569642924606,4.999914635461167,4.992630628439982,3.6223931389031003,4.9773141681024065,2.754776790337493,3.7231036019134858,4.219740221646491,3.9588064584253644,5.253908482338894,4.815270441987899,3.9679030056368814,4.993234782003801,4.5927999200515,4.8045168215970175,4.46746217031539,4.7463536644266044,3.844279362220087,3.891471996317169,3.1031898136328753,4.423633349667463,4.457887937923917,4.881063086789639
30,3.9690246050552362,3.906020101600238,4.974824311065333,4.1224069719644945,4.981681841820782,3.699421798772191,3.276277931811074,4.0513592716306315,4.554554510944631,4.967248830847257,3.8701692988436633,3.3931675106484693,3.046865833963042,3.9938413110011832,2.5100381205017,3.7010704302560407,3.1017688163989177,3.1257855082720547,2.9976802040619646,3.0364451347706853,4.004754640597027,3.0080058501455205,2.2245357744314953,4.002599297915755,3.553300627075201,4.302307990312548,4.009860893855134,4.956218491872478,2.439965607252276,3.2641686021627576,0.9833613488710219,1.4594955729019246,4.396553121878596,3.6993661799977198
31,4.528454612931423,4.582075407329963,5.000871804022645,4.306152798423333,4.939353139840248,4.6679054570944185,3.480808847364967,4.764066951105579,4.95826479254917,4.82649732346137,4.027248042878467,4.112150814927785,4.971692932874606,4.3097367118233985,3.8799479776878067,4.363307021182557,3.356828800044538,3.7813382143660914,4.354513809090405,3.825814633864855,4.411262727417524,4.101083556542768,3.7158423162109004,4.606934288211427,4.259933863994294,4.69832866740635,4.2926797870213464,4.9884015884121,3.9912044770046378,3.871411850316647,2.004806551492593,3.4185639829852015,4.001982470037238,4.992703035073969
32,4.526613300245454,4.303785085553661,4.978169051166881,4.9583183590385715,4.684704807394558,4.797108377429671,2.9865282973218577,4.903107730077744,4.643432431524333,4.528957502767963,4.047441651088621,3.402551084450968,4.989552884582904,4.074439523783996,3.2499587036796003,3.9968459811724437,3.697137834553172,3.514976826525095,4.596164094176009,3.693276686014469,4.001030356607065,3.9854948130587853,3.390672867948398,4.022842584225736,3.7396581658595065,4.359836827247678,3.767241513437598,4.754712045270792,3.509526333879425,3.0604567335614776,2.27432152965789,3.592034675648177,3.972681300178346,4.614925444755487
33,4.9933668003961085,5.019653201057873,5.001688655814595,4.620221380352408,5.387561890827516,4.986250006890413,4.948853359635187,4.9835070431627555,5.102849926857543,5.42263603467158,4.447721575643873,4.1146648999467645,5.000119770970637,4.214593885845666,3.9665256938960702,4.562727425372192,2.741401102635735,3.2045249982587376,4.002601204481169,4.630633389497477,5.44275879177281,4.99349415455287,4.000449875835242,5.766843166261385,3.950388593277565,4.678298531644722,4.8757950948548965,4.8126456151555415,3.044028078440145,4.096002472557793,1.982670792110266,5.019785305579955,4.757011522309822,5.197150882948952
34,4.343170438418959,4.500267825306019,4.999767347979226,4.757039940034633,4.702375931954014,4.830300935559212,4.044694476459582,4.627988498073611,4.9570285952560065,4.979453657789232,4.246065604738836,3.6926067538879033,4.974715304329825,3.8347836119365186,3.5336284334072787,3.9998403423939046,3.62786415421309,3.020973894155512,4.362896238990657,4.831763382025472,3.8592458954952247,4.164913312846399,3.9340592496925586,4.618573569432761,3.0520665983391195,4.423567558168116,4.090381664998724,4.9822496184132765,3.0877162608366304,4.140492562957623,2.1662305263609727,3.6849853468356843,3.7422634949150875,5.077348339288786
35,4.905967788338977,4.621406406878088,4.996390316697408,3.30316125418374,5.102499155361018,4.544801140873341,2.8054743060529583,4.437369333124594,4.912282516868423,4.998998897035603,4.00584480530738,4.984578115654065,4.99768323470219,4.988527634341596,4.028372399205784,4.961083992074021,2.4378575623190764,4.2103021441978,4.0937187418532535,3.5940901527739126,4.3020005375253225,4.2302083397905,3.5825592432833337,4.484672497864566,4.995638963588618,4.9902794372828625,4.008031332619202,5.003702895880868,4.473526747085618,4.977324242789258,3.40618666007863,2.025573209211427,4.465773540446006,4.433923321998781
36,4.613491600726419,3.998207131369738,4.978006079544049,3.6965397644624987,4.3591620815587495,3.9974159908400195,4.287261437581414,4.333767168894747,4.274420272709037,4.328405319368211,3.8748808169393723,3.5057662186478584,4.598683985345354,3.580427666631203,3.1105263034369086,4.491899610552756,2.4342665689101874,1.0223722211010402,4.249300320023828,3.936973395162555,4.562058738173637,3.888332140268562,4.977882971660502,4.967002116597955,3.2699817683048322,4.013494200712875,3.819481905175785,4.281288912838201,3.2365782868830486,3.1195460196358695,1.00990293631269,4.566835526446763,4.199871698225839,4.992857818400136
37,4.998114827602353,5.118323803388672,5.003159858273941,4.70716233516044,4.89239581182087,4.850580402146728,3.780521192439619,4.979499394702604,4.873761026299874,4.997256213530806,4.952198972140804,4.0070896012216055,5.070011760288333,4.971545554727324,3.062775395496787,4.989202185608482,2.895795613810335,3.4123229527300136,4.3479115858812225,3.6992309990243943,5.083079930708558,4.57184290020003,3.8481296816960713,4.9064229339401395,4.282723533169178,5.000536258758501,4.410082158892907,5.125468816661672,3.16103989884562,3.2094688710408485,2.56124455202769,4.24229095622857,4.055543721990037,5.0927804858080865
38,4.176637402387731,3.7392133549396616,4.952524542162912,3.65615284768979,4.965066476692615,4.003787188696548,2.932058171097885,4.246737893134916,4.2159010017768646,4.6345974889044905,3.2575523821375256,3.4508728570218685,4.007956562975713,3.973676713874202,3.36452484641131,3.5698097205978416,2.7443679606812164,3.0093513566355483,3.680010246864674,3.743876132226379,4.992519158871643,3.2635405435451603,2.9988715064887854,4.0130785101771504,4.000650659981085,3.91781330510454,3.9795325878047407,4.013977001485658,3.2990907702372825,3.633821036608825,2.2209351176656775,3.110720875645231,4.641485625066248,3.886573755355451
39,4.813953420744173,4.946957693406179,5.008331541469746,4.276585584830126,5.243473052766118,4.759616025007838,3.1256932933378354,4.966653909369047,4.9903176283064905,4.996328538458166,4.019699264382797,4.223411055867333,5.002943945392186,4.3432519336615165,4.259023439636134,4.310559595952854,2.9805154658593844,4.3101390526372,4.382640295239924,3.5790654517366374,5.005871128652906,4.010761994569558,3.378946714844265,4.573971866798073,4.986554176267183,4.956034032230238,4.637807072495026,4.81990654708078,4.001248505386569,4.214392686631134,2.2504106124604064,3.2989782140827293,4.073461550516191,4.4861376250398814
40,4.973578025762038,4.573986575855033,5.198903222556585,4.976841094878886,4.424658654359803,4.645914196253255,3.9866020026449758,4.96405174487412,4.495343035806959,4.4977703734183825,4.993910658982332,3.3428456145894763,5.0138058576409215,4.71293603398286,2.049948525075413,5.21324703616446,3.5320201716053274,1.722833240100257,4.99456186183763,3.859198898804446,4.668188533990175,4.51323887842429,4.960838396366338,4.71715578626097,3.2788660628943824,4.521663687086937,3.5723818228595414,5.091328503610327,3.0676357987685736,2.126754141279147,2.2008249275017944,5.314054868727679,4.122778410108057,5.970302556189347
41,4.5919016980247624,4.586238668554407,4.799279674605974,4.962766193372864,4.9926307573320745,4.982195349847064,3.3053726036628235,4.976349635128316,4.9076197478451515,4.833763588101375,3.895484345191273,3.6524439023885895,4.9934505661902495,3.7343968995570043,3.9858242593949056,3.769233593984173,3.5221072194287313,4.147008577413958,4.355885060348508,3.7906869902173232,4.008213519340841,4.218834321249126,3.0088013630045842,4.38638596458038,3.982932709658926,4.478169882642909,4.2154484152972005,4.692971071388643,3.45810789274234,3.8095671042038823,2.106825129489705,3.451175567493138,4.124601994855091,4.301081071639997
42,4.03004924348255,4.347122883932352,4.1789626116259555,3.9900179637901445,5.008512109655976,4.341937016092583,2.913165732577479,4.455985529109222,4.463433791208165,4.6438903713017785,3.448688417236773,3.762664374924606,4.1302025389009005,4.180817167666764,3.83556624985289,3.6054911378183645,2.6378108163118235,4.958829450775061,3.034908444343938,3.0031322797295776,4.9825923105858685,3.9868643699905735,1.9303566436200918,4.22845548828109,4.619724746679913,4.287304916941325,4.440819579290603,4.230308948863029,3.479795515855822,3.3873933634662468,2.0136578638624276,3.0994362893876044,3.9910378510865065,3.7322407478387616
43,4.285186981269654,4.2726085636629545,4.284137936204951,3.428240957813534,4.009906142625815,4.328634908399192,2.890609389266691,4.182744794034347,4.103182920906273,4.118668531363278,3.977950813598011,3.915009777283987,4.97198339716336,4.978473807027825,3.150810639405311,4.2219087465248695,2.4665088021500665,3.3661904018427706,4.104591617788364,3.9172483950268147,4.794930864126146,4.094993762525612,3.593849583871728,4.212370723719295,4.101390407064317,4.125110569778395,3.985462567807897,4.016509206391369,3.449015287412777,2.953527946575972,3.6106140344225217,4.1757781475364615,3.591213681962344,4.395434091204331
44,4.228578239106013,4.1196781846983574,4.108497528404782,3.6803834481129614,4.978999444243585,3.990830776182561,3.995540046372897,4.072821986960348,4.300810301477999,4.755038327813654,3.5772007155784236,3.6536481267770564,3.7455445036706445,3.8508249133200523,3.3667225640409657,3.6815713858712007,1.5735704247563354,3.5819400714643375,2.5311921479215,3.0037389940048063,4.997058292170073,4.072185240502456,2.025218701674025,4.950556176226886,4.042170092345558,4.013803250320656,4.312841091633273,3.991367758639828,2.219280862211539,3.2055799809925305,1.5296618536493714,3.1571294132311536,4.589508805700065,3.665722103751829
45,4.628566122897745,4.50835135062158,4.565105677488887,4.031607299360487,4.964276669649527,4.9830612509482775,2.033620807455662,4.949500611066315,4.661066266959864,4.571600746246541,3.064108988345647,4.135902511625587,5.081692578428246,3.89391581107203,4.965430396381609,3.566230580683334,3.6384788196436637,5.131713754223228,4.517784288188289,3.9096615715496594,4.210013358466564,4.234935662705768,3.0172464072258727,3.8482117353833214,4.907256387277638,4.31866096269657,4.3958198588150434,4.0372626325857235,4.997822476489713,4.663241982752577,3.175806430961562,3.4011694303350275,4.2820272288873875,3.265861723292651
46,5.193373845895228,4.933138495189913,4.979320295467122,4.077227488426889,5.210928117696899,4.99926824065989,3.452502302520071,5.037894269283758,4.971924591416432,5.0076922165340365,4.222627043787538,4.66938566324829,5.3019626385103,5.06745596727734,4.104461109826771,4.986127578028613,3.0151794835903343,4.22715100803293,4.479220748474875,3.914802833569066,5.107612843670656,4.986222734372572,3.9251563983726676,5.0617153256507885,4.97965933978087,4.866262606943991,4.536539195205251,4.84376264415079,4.480892923133028,4.010427185276274,3.15197244874416,4.252823385922343,4.841206400532574,4.827934585494072
47,4.749829678679403,4.913794407672516,4.481081661775781,4.1677078287567175,4.874751479239611,4.9766432435547445,3.622954029168131,4.755957427092009,4.716949057350234,4.972892266164783,4.067848298637471,4.184675036543958,4.996473630554298,4.3038842742956716,4.023682329914265,4.299213628876397,2.996852075211858,3.9854132115132987,4.048868295679266,4.828612547027629,4.858439822835227,4.976722294628984,3.8017720460658277,4.814226567372196,4.003645325027459,4.476261558398985,4.423051466553991,4.447084218860898,3.752435011035795,4.4338903702640176,3.226985638032036,4.572274895738436,4.012742383137112,4.431569904572288
48,4.607842229578307,4.44812243794126,4.484207413525102,3.7057549208240324,4.526020027132074,4.944198949902611,2.3820560226812573,4.672134560729251,4.519553792075319,4.451192401117514,3.44226066782128,4.349265013420936,5.272795893759614,4.4527206235986485,4.362305138966934,4.096216778406482,3.6158836822296534,4.435647198298341,4.620483784455435,4.6692869078692025,4.118840418209653,4.663537550687732,3.883866503889938,4.018124174430089,4.318206121979744,4.2270308298547565,4.021095391383532,4.184798963045434,4.978285398432088,4.523404173889181,3.991301722484684,4.006753475843325,4.009686173539902,4.004730000054539
